"Site Time","Production meter active power Kilowatts","POA Sensor Watts/meter²","Weather station module temperature Degrees Fahrenheit","Weather station ambient temperature Degrees Fahrenheit"
01-01-2024 00:00:00,0.044,0.179,30.74,87.98
01-01-2024 00:15:00,0.044,0.324,30.74,87.98
01-01-2024 00:30:00,0.045,0.094,30.74,87.98
01-01-2024 00:45:00,0.047,0.489,30.74,87.836
01-01-2024 01:00:00,0.047,0.364,30.74,87.926
01-01-2024 01:15:00,0.045,0.25,30.572,87.644
01-01-2024 01:30:00,0.046,0.496,30.392,87.362
01-01-2024 01:45:00,0.042,0.224,30.2,87.134
01-01-2024 02:00:00,0.047,0.47,30.002,86.816
01-01-2024 02:15:00,0.044,0.199,29.84,86.678
01-01-2024 02:30:00,0.045,0.187,29.66,86.408
01-01-2024 02:45:00,0.049,0.467,29.438,86
01-01-2024 03:00:00,0.043,0.381,29.3,85.67
01-01-2024 03:15:00,0.045,0.147,29.288,85.64
01-01-2024 03:30:00,0.044,0.114,29.252,85.64
01-01-2024 03:45:00,0.046,0.275,29.174,85.526
01-01-2024 04:00:00,0.042,0.399,29.12,85.364
01-01-2024 04:15:00,0.044,0.42,29.054,85.1
01-01-2024 04:30:00,0.046,0.316,28.874,84.848
01-01-2024 04:45:00,0.048,-0.344,28.67,84.626
01-01-2024 05:00:00,0.048,-0.14,28.58,84.56
01-01-2024 05:15:00,0.045,0.981,28.514,84.314
01-01-2024 05:30:00,0.044,0.163,28.262,83.792
01-01-2024 05:45:00,0.045,0.2,27.98,83.492
01-01-2024 06:00:00,0.045,0.299,27.794,83.12
01-01-2024 06:15:00,0.046,0.853,27.68,82.808
01-01-2024 06:30:00,0.044,0.324,27.602,82.4
01-01-2024 06:45:00,0.044,0.345,27.41,81.956
01-01-2024 07:00:00,0.043,0.696,27.218,81.698
01-01-2024 07:15:00,-0.31,1.952,27.146,81.572
01-01-2024 07:30:00,7.283,6.188,27.308,81.554
01-01-2024 07:45:00,24.013,13.541,27.398,81.53
01-01-2024 08:00:00,43.951,23.368,27.59,81.59
01-01-2024 08:15:00,56.951,29.371,27.734,81.554
01-01-2024 08:30:00,75.104,38.782,28.1,81.824
01-01-2024 08:45:00,86.208,45.797,28.238,81.992
01-01-2024 09:00:00,92.645,51.358,28.55,82.232
01-01-2024 09:15:00,101.075,61.055,28.874,82.442
01-01-2024 09:30:00,121.015,71.899,29.192,82.58
01-01-2024 09:45:00,133.335,77.69,29.456,82.748
01-01-2024 10:00:00,152.717,89.525,29.894,83.066
01-01-2024 10:15:00,185.578,104.725,30.212,83.066
01-01-2024 10:30:00,225.85,122.335,30.182,82.94
01-01-2024 10:45:00,286.585,151.735,30.746,83
01-01-2024 11:00:00,311.722,160.037,31.274,83.546
01-01-2024 11:15:00,345.743,168.998,31.064,83.642
01-01-2024 11:30:00,368.602,170,32.162,83.828
01-01-2024 11:45:00,341.039,153.017,33.68,84.614
01-01-2024 12:00:00,235.363,109.062,32.846,84.32
01-01-2024 12:15:00,215.037,101.795,32.66,84.5
01-01-2024 12:30:00,180.579,88.013,32.162,84.86
01-01-2024 12:45:00,195.11,98.751,31.802,84.656
01-01-2024 13:00:00,187.152,99.241,32.138,84.716
01-01-2024 13:15:00,190.697,104.269,32.528,85.262
01-01-2024 13:30:00,187.258,107.187,32.192,84.878
01-01-2024 13:45:00,166.729,100.651,32.258,84.926
01-01-2024 14:00:00,121.791,72.561,31.274,84.614
01-01-2024 14:15:00,124.869,72.695,30.764,84.158
01-01-2024 14:30:00,108.02,58.565,30.65,84.494
01-01-2024 14:45:00,99.871,52.037,30.32,84.518
01-01-2024 15:00:00,80.003,41.152,30.056,84.23
01-01-2024 15:15:00,81.724,41.673,29.486,83.9
01-01-2024 15:30:00,63.219,32.315,29.258,83.48
01-01-2024 15:45:00,40.707,22.383,29,83.63
01-01-2024 16:00:00,15.962,10.278,28.622,83.528
01-01-2024 16:15:00,2.255,3.078,28.466,83.87
01-01-2024 16:30:00,0.038,1.136,28.388,84.14
01-01-2024 16:45:00,0.037,0.549,28.376,84.086
01-01-2024 17:00:00,0.038,0.092,28.268,84.02
01-01-2024 17:15:00,0.041,0.203,28.304,84.182
01-01-2024 17:30:00,0.041,0.62,28.274,84.134
01-01-2024 17:45:00,0.042,0.472,28.154,83.75
01-01-2024 18:00:00,0.039,0.133,28.04,83.354
01-01-2024 18:15:00,0.042,0.577,27.974,83.258
01-01-2024 18:30:00,0.041,-0.453,27.86,83.198
01-01-2024 18:45:00,0.04,1.061,27.74,83.048
01-01-2024 19:00:00,0.042,-0.131,27.5,82.382
01-01-2024 19:15:00,0.043,0.171,27.398,82.4
01-01-2024 19:30:00,0.042,-0.098,27.422,82.352
01-01-2024 19:45:00,0.041,0.448,27.422,82.46
01-01-2024 20:00:00,0.044,0.257,27.374,82.37
01-01-2024 20:15:00,0.042,0.298,27.5,82.58
01-01-2024 20:30:00,0.041,0.87,27.494,82.574
01-01-2024 20:45:00,0.044,0.725,27.128,81.848
01-01-2024 21:00:00,0.043,0.352,26.78,81.116
01-01-2024 21:15:00,0.044,0.039,26.6,80.828
01-01-2024 21:30:00,0.045,0.349,26.366,80.708
01-01-2024 21:45:00,0.043,0.164,26.06,80.138
01-01-2024 22:00:00,0.043,0.174,26.15,80.336
01-01-2024 22:15:00,0.047,0.538,26.138,80.078
01-01-2024 22:30:00,0.047,-0.089,25.892,79.766
01-01-2024 22:45:00,0.046,0.543,25.634,79.052
01-01-2024 23:00:00,0.044,0.367,25.52,78.842
01-01-2024 23:15:00,0.043,0.923,25.466,78.692
01-01-2024 23:30:00,0.043,-0.107,25.418,78.62
01-01-2024 23:45:00,0.044,0.644,25.49,78.65
01-02-2024 00:00:00,0.043,0.685,25.178,77.9
01-02-2024 00:15:00,0.047,0.073,25.16,77.9
01-02-2024 00:30:00,0.045,0.376,25.16,77.9
01-02-2024 00:45:00,0.043,0.304,25.16,77.9
01-02-2024 01:00:00,0.049,0.12,25.31,78.14
01-02-2024 01:15:00,0.044,0.33,25.34,78.308
01-02-2024 01:30:00,0.045,0.433,25.49,78.44
01-02-2024 01:45:00,0.045,0.553,25.358,78.29
01-02-2024 02:00:00,0.045,0.517,25.178,77.942
01-02-2024 02:15:00,0.044,-0.08,25.334,78.14
01-02-2024 02:30:00,0.045,0.115,25.43,78.488
01-02-2024 02:45:00,0.044,0.271,25.514,78.62
01-02-2024 03:00:00,0.047,0.597,25.34,78.482
01-02-2024 03:15:00,0.046,-0.166,25.478,78.68
01-02-2024 03:30:00,0.045,0.422,25.646,79.052
01-02-2024 03:45:00,0.046,0.375,25.712,79.25
01-02-2024 04:00:00,0.048,0.3,25.82,79.382
01-02-2024 04:15:00,0.047,0.409,25.748,79.646
01-02-2024 04:30:00,0.045,0.101,24.938,79.64
01-02-2024 04:45:00,0.045,0.132,23.096,78.998
01-02-2024 05:00:00,0.047,0.277,22.676,78.728
01-02-2024 05:15:00,0.044,0.155,22.664,78.422
01-02-2024 05:30:00,0.046,0.06,22.358,78.17
01-02-2024 05:45:00,0.045,0.015,22.004,78.08
01-02-2024 06:00:00,0.045,0.082,22.07,78.086
01-02-2024 06:15:00,0.045,0.134,22.244,78.11
01-02-2024 06:30:00,0.043,0.073,22.118,78.08
01-02-2024 06:45:00,0.045,0.342,21.992,77.966
01-02-2024 07:00:00,0.114,1.806,22.118,77.822
01-02-2024 07:15:00,9.644,6.513,22.514,77.87
01-02-2024 07:30:00,32.817,31.374,22.742,78.032
01-02-2024 07:45:00,94.934,69.878,23.738,78.644
01-02-2024 08:00:00,207.446,110.71,25.526,79.496
01-02-2024 08:15:00,353.182,153.124,27.95,80.654
01-02-2024 08:30:00,530.753,197.553,30.728,81.872
01-02-2024 08:45:00,743.829,244.042,34.226,83.12
01-02-2024 09:00:00,862.556,260.335,37.454,84.632
01-02-2024 09:15:00,956.583,281.091,38.576,85.898
01-02-2024 09:30:00,1029.94,311.852,40.556,87.392
01-02-2024 09:45:00,1123.87,365.099,42.65,89.048
01-02-2024 10:00:00,1082.21,384.396,42.53,90.11
01-02-2024 10:15:00,1049.81,408.198,43.448,91.688
01-02-2024 10:30:00,940.225,398.569,42.176,92.384
01-02-2024 10:45:00,821.186,376.951,41.51,92.732
01-02-2024 11:00:00,919.375,446.212,42.908,94.28
01-02-2024 11:15:00,781.713,397.883,42.266,94.88
01-02-2024 11:30:00,632.853,318.594,39.512,94.34
01-02-2024 11:45:00,431.503,206.411,37.958,93.926
01-02-2024 12:00:00,408.117,189.339,36.464,93.344
01-02-2024 12:15:00,433.3,200.883,36.002,92.57
01-02-2024 12:30:00,598.881,285.193,37.244,92.582
01-02-2024 12:45:00,757.73,359.756,40.04,93.182
01-02-2024 13:00:00,695.82,335.6,40.85,93.962
01-02-2024 13:15:00,538.633,271.898,40.856,94.28
01-02-2024 13:30:00,325.401,182.55,39.002,94.328
01-02-2024 13:45:00,232.353,138.197,37.1,93.368
01-02-2024 14:00:00,219.65,126.401,36.44,93.062
01-02-2024 14:15:00,196.203,112.758,36.206,93.068
01-02-2024 14:30:00,136.165,74.973,35.36,92.708
01-02-2024 14:45:00,121.991,61.195,34.562,92.354
01-02-2024 15:00:00,119.642,57.877,34.346,92.264
01-02-2024 15:15:00,71.664,36.649,33.572,91.718
01-02-2024 15:30:00,50.365,26.338,32.978,91.16
01-02-2024 15:45:00,41.584,21.88,32.75,91.034
01-02-2024 16:00:00,20.647,12.031,32.438,90.74
01-02-2024 16:15:00,5.972,5.247,31.964,90.266
01-02-2024 16:30:00,0.114,2.124,31.592,89.816
01-02-2024 16:45:00,0.035,0.508,31.316,89.348
01-02-2024 17:00:00,0.037,0.434,31.1,89
01-02-2024 17:15:00,0.039,0.25,31.094,88.88
01-02-2024 17:30:00,0.04,0.126,30.98,88.88
01-02-2024 17:45:00,0.04,0.546,30.728,88.268
01-02-2024 18:00:00,0.04,0.306,30.35,87.452
01-02-2024 18:15:00,0.038,0.466,29.918,86.648
01-02-2024 18:30:00,0.038,0.101,29.762,86.402
01-02-2024 18:45:00,0.043,0.361,29.558,85.934
01-02-2024 19:00:00,0.039,0.444,29.426,85.562
01-02-2024 19:15:00,0.043,0.495,29.3,85.25
01-02-2024 19:30:00,0.041,0.153,29.3,85.28
01-02-2024 19:45:00,0.042,-0.003,29.3,85.322
01-02-2024 20:00:00,0.045,-0.271,29.39,85.802
01-02-2024 20:15:00,0.042,-0.198,29.48,86.15
01-02-2024 20:30:00,0.041,0.325,29.654,86.312
01-02-2024 20:45:00,0.046,0.222,29.786,86.54
01-02-2024 21:00:00,0.045,0.195,29.84,86.744
01-02-2024 21:15:00,0.044,-0.283,29.84,87.002
01-02-2024 21:30:00,0.045,-0.028,29.924,86.954
01-02-2024 21:45:00,0.045,-0.119,29.966,87.092
01-02-2024 22:00:00,0.046,-0.129,30.02,87.338
01-02-2024 22:15:00,0.046,-0.462,30.02,87.644
01-02-2024 22:30:00,0.045,-0.325,30.02,87.8
01-02-2024 22:45:00,0.045,-0.076,29.954,87.8
01-02-2024 23:00:00,0.046,0.088,29.84,87.77
01-02-2024 23:15:00,0.041,0.072,29.84,87.728
01-02-2024 23:30:00,0.041,0.34,29.942,87.89
01-02-2024 23:45:00,0.043,0.066,30.062,87.89
01-03-2024 00:00:00,0.048,-0.194,30.2,88.184
01-03-2024 00:15:00,0.045,0.112,30.2,88.49
01-03-2024 00:30:00,0.045,0.059,30.248,88.532
01-03-2024 00:45:00,0.046,0.057,30.338,88.682
01-03-2024 01:00:00,0.046,-0.178,30.38,88.916
01-03-2024 01:15:00,0.045,-0.37,30.38,89.15
01-03-2024 01:30:00,0.046,-0.13,30.38,89.246
01-03-2024 01:45:00,0.048,-0.791,30.38,89.588
01-03-2024 02:00:00,0.045,0.356,30.53,89.648
01-03-2024 02:15:00,0.046,0.121,30.56,89.42
01-03-2024 02:30:00,0.044,0.187,30.65,89.42
01-03-2024 02:45:00,0.046,0.017,30.728,89.336
01-03-2024 03:00:00,0.044,0.139,30.614,89.42
01-03-2024 03:15:00,0.047,0.328,30.788,89.42
01-03-2024 03:30:00,0.046,-0.066,30.896,89.45
01-03-2024 03:45:00,0.047,0.887,31.172,89.654
01-03-2024 04:00:00,0.045,-0.328,31.142,89.78
01-03-2024 04:15:00,0.043,-0.335,30.998,89.822
01-03-2024 04:30:00,0.046,-0.39,30.92,89.96
01-03-2024 04:45:00,0.045,-0.351,30.818,90.086
01-03-2024 05:00:00,0.049,0.127,30.74,90.038
01-03-2024 05:15:00,0.046,-0.474,30.74,90.08
01-03-2024 05:30:00,0.046,0.578,30.854,90.056
01-03-2024 05:45:00,0.046,0.534,31.136,89.948
01-03-2024 06:00:00,0.048,0.159,31.28,89.966
01-03-2024 06:15:00,0.045,-0.025,31.244,90.14
01-03-2024 06:30:00,0.044,-0.001,31.28,90.08
01-03-2024 06:45:00,0.047,-0.398,31.16,90.14
01-03-2024 07:00:00,0.045,0.518,31.328,90.14
01-03-2024 07:15:00,-0.301,1.262,31.28,90.182
01-03-2024 07:30:00,0.157,3.221,31.382,90.32
01-03-2024 07:45:00,6.979,5.028,31.556,90.32
01-03-2024 08:00:00,7.398,6.271,31.862,90.5
01-03-2024 08:15:00,12.426,7.888,31.988,90.728
01-03-2024 08:30:00,22.139,12.519,32.15,90.842
01-03-2024 08:45:00,18.626,11.353,32.264,90.86
01-03-2024 09:00:00,18.822,12.192,32.12,90.782
01-03-2024 09:15:00,25.407,16.666,32.18,90.704
01-03-2024 09:30:00,28.227,18.154,32.24,90.608
01-03-2024 09:45:00,34.405,21.168,32.306,90.674
01-03-2024 10:00:00,45.052,26.026,32.378,90.566
01-03-2024 10:15:00,55.867,32.479,32.57,90.626
01-03-2024 10:30:00,86.948,47.897,32.834,90.74
01-03-2024 10:45:00,113.947,58.292,33.368,91.016
01-03-2024 11:00:00,82.096,41.631,33.11,91.052
01-03-2024 11:15:00,104.888,48.785,33.35,90.986
01-03-2024 11:30:00,98.193,45.375,33.482,90.872
01-03-2024 11:45:00,97.556,44.249,33.374,91.016
01-03-2024 12:00:00,403.162,187.671,35.084,91.394
01-03-2024 12:15:00,550.319,269.57,38.738,92.75
01-03-2024 12:30:00,759.213,371.039,40.388,93.818
01-03-2024 12:45:00,949.518,466.246,45.938,95.792
01-03-2024 13:00:00,518.718,257.253,43.382,96.572
01-03-2024 13:15:00,330.782,174.718,40.622,96.26
01-03-2024 13:30:00,271.125,149.116,39.338,95.96
01-03-2024 13:45:00,119.499,71.015,37.376,95.696
01-03-2024 14:00:00,93.467,55.269,35.804,94.952
01-03-2024 14:15:00,118.673,67.486,35.57,94.712
01-03-2024 14:30:00,121.899,67.002,35.78,94.82
01-03-2024 14:45:00,96.45,50.015,35.216,94.652
01-03-2024 15:00:00,79.512,40.537,34.916,94.46
01-03-2024 15:15:00,49.692,25.503,34.496,94.472
01-03-2024 15:30:00,31.114,16.477,34.124,94.334
01-03-2024 15:45:00,14.784,8.492,33.764,94.25
01-03-2024 16:00:00,4.769,4.06,33.422,94.1
01-03-2024 16:15:00,-0.197,1.852,33.314,93.998
01-03-2024 16:30:00,0.034,0.907,33.23,93.902
01-03-2024 16:45:00,0.038,-0.27,32.924,93.662
01-03-2024 17:00:00,0.039,-0.205,32.72,93.56
01-03-2024 17:15:00,0.04,0.124,32.672,93.422
01-03-2024 17:30:00,0.039,0.312,32.72,93.14
01-03-2024 17:45:00,0.04,0.033,32.582,92.882
01-03-2024 18:00:00,0.04,0.051,32.522,92.69
01-03-2024 18:15:00,0.039,0.089,32.402,92.66
01-03-2024 18:30:00,0.037,-0.136,32.384,92.66
01-03-2024 18:45:00,0.039,0.028,32.246,92.66
01-03-2024 19:00:00,0.043,-0.054,32.246,92.552
01-03-2024 19:15:00,0.042,-0.143,32.162,92.3
01-03-2024 19:30:00,0.042,0.003,32.054,92.282
01-03-2024 19:45:00,0.041,-0.025,31.916,92.12
01-03-2024 20:00:00,0.045,-0.055,31.718,91.994
01-03-2024 20:15:00,0.043,0.014,31.694,91.838
01-03-2024 20:30:00,0.041,0.142,31.844,91.736
01-03-2024 20:45:00,0.044,0.381,32.072,91.676
01-03-2024 21:00:00,0.045,0.255,32.216,91.892
01-03-2024 21:15:00,0.043,0.142,32.228,91.622
01-03-2024 21:30:00,0.042,0.142,32.204,91.58
01-03-2024 21:45:00,0.042,0.498,32.12,91.454
01-03-2024 22:00:00,0.044,0.444,32.066,91.232
01-03-2024 22:15:00,0.047,0.306,31.85,90.872
01-03-2024 22:30:00,0.042,0.355,31.55,90.386
01-03-2024 22:45:00,0.043,0.173,31.046,89.894
01-03-2024 23:00:00,0.047,0.367,30.71,89.378
01-03-2024 23:15:00,0.046,0.091,30.932,89.582
01-03-2024 23:30:00,0.044,0.269,30.866,89.36
01-03-2024 23:45:00,0.045,0.368,30.728,89.132
01-04-2024 00:00:00,0.042,0.046,30.512,88.814
01-04-2024 00:15:00,0.046,0.177,30.266,88.592
01-04-2024 00:30:00,0.042,0.421,30.014,88.076
01-04-2024 00:45:00,0.045,0.118,30.284,87.956
01-04-2024 01:00:00,0.045,0.095,30.356,88.064
01-04-2024 01:15:00,0.045,0.23,30.2,87.758
01-04-2024 01:30:00,0.046,0.265,30.02,87.44
01-04-2024 01:45:00,0.047,0.377,29.996,87.308
01-04-2024 02:00:00,0.044,0.711,29.888,87.05
01-04-2024 02:15:00,0.047,0.16,29.246,86.534
01-04-2024 02:30:00,0.047,-0.053,28.502,86.03
01-04-2024 02:45:00,0.044,-0.095,28.43,85.712
01-04-2024 03:00:00,0.045,-0.291,28.43,85.418
01-04-2024 03:15:00,0.044,0.153,28.532,85.13
01-04-2024 03:30:00,0.046,-0.143,28.478,85.082
01-04-2024 03:45:00,0.046,0.285,28.406,84.878
01-04-2024 04:00:00,0.044,0.375,28.202,84.614
01-04-2024 04:15:00,0.046,-0.114,27.746,84.386
01-04-2024 04:30:00,0.045,0.057,27.554,84.014
01-04-2024 04:45:00,0.048,-0.297,27.146,83.648
01-04-2024 05:00:00,0.044,0.219,27.11,83.366
01-04-2024 05:15:00,0.046,-0.428,26.9,83.15
01-04-2024 05:30:00,0.045,0.107,26.972,83.114
01-04-2024 05:45:00,0.047,0.001,26.96,82.952
01-04-2024 06:00:00,0.043,-0.149,26.744,82.91
01-04-2024 06:15:00,0.044,0.232,26.894,82.76
01-04-2024 06:30:00,0.047,-0.464,26.312,82.76
01-04-2024 06:45:00,0.045,0.37,25.88,82.25
01-04-2024 07:00:00,0.046,1.294,25.838,81.566
01-04-2024 07:15:00,2.487,4.101,24.938,80.522
01-04-2024 07:30:00,20.298,12.016,24.422,79.766
01-04-2024 07:45:00,42.354,22.3,23.768,79.262
01-04-2024 08:00:00,61.57,30.7,23.156,78.902
01-04-2024 08:15:00,85.353,39.094,23.102,78.71
01-04-2024 08:30:00,103.366,45.659,23.342,78.626
01-04-2024 08:45:00,129.424,55.344,24.092,79.022
01-04-2024 09:00:00,190.848,81.089,25.016,79.55
01-04-2024 09:15:00,313.463,137.339,28.664,81.074
01-04-2024 09:30:00,337.111,151.988,31.85,83.384
01-04-2024 09:45:00,846.948,312.619,36.428,84.338
01-04-2024 10:00:00,797.452,306.087,43.724,85.964
01-04-2024 10:15:00,1153.71,456.701,45.458,86.3
01-04-2024 10:30:00,727.678,329.2,46.706,87.326
01-04-2024 10:45:00,1115.59,513.847,45.116,86.852
01-04-2024 11:00:00,1094.78,526.043,48.23,87.812
01-04-2024 11:15:00,991.126,499.463,43.91,88.706
01-04-2024 11:30:00,943.541,498.438,41.414,88.214
01-04-2024 11:45:00,955.263,508.182,46.466,88.61
01-04-2024 12:00:00,944.77,502.215,44.924,88.826
01-04-2024 12:15:00,541.786,306.615,40.802,89.174
01-04-2024 12:30:00,1056.42,529.406,42.638,89.474
01-04-2024 12:45:00,480.247,238.534,42.65,89.828
01-04-2024 13:00:00,1105.6,496.456,43.658,89.354
01-04-2024 13:15:00,749.428,325.21,47.588,91.562
01-04-2024 13:30:00,1016.26,390.107,43.622,89.894
01-04-2024 13:45:00,478.218,200.453,44.558,90.632
01-04-2024 14:00:00,981.782,324.498,43.232,90.338
01-04-2024 14:15:00,1101.15,307.663,50.552,92.21
01-04-2024 14:30:00,604.367,170.884,45.104,91.79
01-04-2024 14:45:00,706.175,199.614,42.824,91.364
01-04-2024 15:00:00,572.881,167.262,40.82,91.28
01-04-2024 15:15:00,207.695,77.409,36.326,90.872
01-04-2024 15:30:00,345.111,113.741,33.674,90.278
01-04-2024 15:45:00,141.836,55.929,32.018,89.936
01-04-2024 16:00:00,52.077,23.596,28.958,88.994
01-04-2024 16:15:00,14.527,9.367,26.804,87.188
01-04-2024 16:30:00,0.354,2.015,25.472,86.21
01-04-2024 16:45:00,0.032,-0.455,23.972,85.538
01-04-2024 17:00:00,0.034,-0.787,22.262,84.776
01-04-2024 17:15:00,0.035,-0.579,21.038,84.032
01-04-2024 17:30:00,0.038,-0.342,20.018,82.796
01-04-2024 17:45:00,0.037,-0.338,19.496,82.1
01-04-2024 18:00:00,0.037,-0.136,19.748,81.788
01-04-2024 18:15:00,0.04,-0.538,18.992,80.84
01-04-2024 18:30:00,0.04,-0.506,18.548,78.776
01-04-2024 18:45:00,0.043,-0.053,18.824,77.732
01-04-2024 19:00:00,0.04,-0.638,19.82,77.234
01-04-2024 19:15:00,0.04,-0.152,21.308,76.784
01-04-2024 19:30:00,0.041,-0.271,21.062,77.396
01-04-2024 19:45:00,0.044,-0.309,19.136,76.64
01-04-2024 20:00:00,0.043,-0.216,17.93,75.59
01-04-2024 20:15:00,0.042,-0.434,17.246,73.964
01-04-2024 20:30:00,0.043,-0.315,16.808,73.736
01-04-2024 20:45:00,0.047,-0.22,18.236,74.324
01-04-2024 21:00:00,0.043,0.059,21.344,78.494
01-04-2024 21:15:00,0.045,-0.186,22.976,80.606
01-04-2024 21:30:00,0.044,-0.65,23.678,81.194
01-04-2024 21:45:00,0.047,-0.994,24.44,81.992
01-04-2024 22:00:00,0.046,-0.57,24.842,82.04
01-04-2024 22:15:00,0.045,0.074,25.13,81.518
01-04-2024 22:30:00,0.044,-0.464,25.052,81.134
01-04-2024 22:45:00,0.044,0.537,24.602,81.176
01-04-2024 23:00:00,0.047,-0.579,24.758,81.278
01-04-2024 23:15:00,0.045,0.042,24.794,81.452
01-04-2024 23:30:00,0.044,-0.215,24.614,81.44
01-04-2024 23:45:00,0.045,-0.464,24.134,81.428
01-05-2024 00:00:00,0.045,-0.476,23.75,81.692
01-05-2024 00:15:00,0.047,-0.565,22.196,80.732
01-05-2024 00:30:00,0.044,0.232,20.252,78.53
01-05-2024 00:45:00,0.044,0.045,18.476,75.938
01-05-2024 01:00:00,0.045,-0.34,17.666,74.756
01-05-2024 01:15:00,0.044,-0.107,17.276,72.38
01-05-2024 01:30:00,0.044,-0.565,16.808,72.266
01-05-2024 01:45:00,0.042,-0.048,16.652,71.114
01-05-2024 02:00:00,0.045,-0.286,16.244,70.154
01-05-2024 02:15:00,0.046,0.004,15.932,69.386
01-05-2024 02:30:00,0.048,-0.716,15.404,70.064
01-05-2024 02:45:00,0.047,-0.208,15.854,70.142
01-05-2024 03:00:00,0.047,-0.294,15.89,68.636
01-05-2024 03:15:00,0.049,-0.05,15.8,68.432
01-05-2024 03:30:00,0.044,-0.058,16.388,68.27
01-05-2024 03:45:00,0.047,-0.99,15.902,69.374
01-05-2024 04:00:00,0.048,-0.692,15.848,70.07
01-05-2024 04:15:00,0.049,-0.357,16.22,69.2
01-05-2024 04:30:00,0.049,-0.715,15.83,69.218
01-05-2024 04:45:00,0.047,-0.217,15.854,69.356
01-05-2024 05:00:00,0.045,-0.014,16.748,68.912
01-05-2024 05:15:00,0.044,-0.417,17.102,69.908
01-05-2024 05:30:00,0.046,-0.351,18.152,72.44
01-05-2024 05:45:00,0.046,-0.776,18.674,75.638
01-05-2024 06:00:00,0.048,-0.088,18.746,76.604
01-05-2024 06:15:00,0.047,-0.047,19.058,77.504
01-05-2024 06:30:00,0.045,-0.286,18.08,76.862
01-05-2024 06:45:00,0.044,-0.301,17.72,75.848
01-05-2024 07:00:00,0.05,0.34,17.996,76.484
01-05-2024 07:15:00,1.788,3.135,18.194,76.298
01-05-2024 07:30:00,27.032,15.204,18.62,76.802
01-05-2024 07:45:00,117.869,61.777,20.078,77.456
01-05-2024 08:00:00,235.802,105.275,24.422,80.006
01-05-2024 08:15:00,365.801,147.561,28.208,81.992
01-05-2024 08:30:00,316.673,123.497,29.384,83.714
01-05-2024 08:45:00,282.425,115.676,28.7,83.858
01-05-2024 09:00:00,321.683,140.164,29.516,84.134
01-05-2024 09:15:00,725.555,270.633,32.246,85.058
01-05-2024 09:30:00,1125.09,387.048,41.294,87.602
01-05-2024 09:45:00,1056.86,390.535,45.686,89.99
01-05-2024 10:00:00,778.641,327.959,44.87,91.034
01-05-2024 10:15:00,858.981,366.038,45.05,92.072
01-05-2024 10:30:00,679.934,296.3,44.858,92.864
01-05-2024 10:45:00,402.649,203.032,40.442,92.822
01-05-2024 11:00:00,362.479,174.488,39.398,92.864
01-05-2024 11:15:00,625.555,306.833,39.536,92.942
01-05-2024 11:30:00,935.812,466.615,45.452,94.424
01-05-2024 11:45:00,911.302,465.991,49.106,96.938
01-05-2024 12:00:00,865.617,459.487,47.066,97.112
01-05-2024 12:15:00,905.061,472.105,49.46,97.862
01-05-2024 12:30:00,707.176,349.864,48.38,97.862
01-05-2024 12:45:00,875.487,417.605,48.938,98.474
01-05-2024 13:00:00,878.144,392.66,51.458,99.71
01-05-2024 13:15:00,658.58,272.768,48.764,99.446
01-05-2024 13:30:00,687.51,278.773,45.89,98.174
01-05-2024 13:45:00,462.045,199.311,42.458,96.608
01-05-2024 14:00:00,309.542,148.237,38.174,95.438
01-05-2024 14:15:00,505.346,202.363,38.336,95.204
01-05-2024 14:30:00,536.563,192.825,40.472,96.104
01-05-2024 14:45:00,208.173,91.278,36.626,95.42
01-05-2024 15:00:00,154.022,74.421,34.874,95
01-05-2024 15:15:00,100.412,49.695,34.046,94.856
01-05-2024 15:30:00,68.768,34.467,33.128,94.394
01-05-2024 15:45:00,47.586,24.671,31.934,93.644
01-05-2024 16:00:00,24.326,14.154,31.316,93.248
01-05-2024 16:15:00,5.441,4.915,30.626,92.756
01-05-2024 16:30:00,0.002,1.091,30.074,92.618
01-05-2024 16:45:00,0.032,-0.157,29.702,91.964
01-05-2024 17:00:00,0.039,-0.782,29.66,92.18
01-05-2024 17:15:00,0.036,-0.119,29.438,92.162
01-05-2024 17:30:00,0.042,-0.134,29.414,92
01-05-2024 17:45:00,0.039,0.331,29.732,92.294
01-05-2024 18:00:00,0.038,0.349,30.95,93.2
01-05-2024 18:15:00,0.042,0.281,31.724,93.644
01-05-2024 18:30:00,0.041,0.188,32.114,93.896
01-05-2024 18:45:00,0.042,0.544,32.228,93.752
01-05-2024 19:00:00,0.042,0.254,32.648,93.92
01-05-2024 19:15:00,0.041,0.289,32.546,93.782
01-05-2024 19:30:00,0.041,0.173,32.69,93.74
01-05-2024 19:45:00,0.041,0.168,32.504,93.74
01-05-2024 20:00:00,0.042,0.197,32.54,93.83
01-05-2024 20:15:00,0.045,0.29,32.804,93.986
01-05-2024 20:30:00,0.041,0.274,32.9,94.1
01-05-2024 20:45:00,0.042,0.063,32.924,94.148
01-05-2024 21:00:00,0.045,0.317,32.912,94.304
01-05-2024 21:15:00,0.043,0.234,32.9,94.46
01-05-2024 21:30:00,0.045,0.259,33.038,94.676
01-05-2024 21:45:00,0.044,0.444,33.464,95.042
01-05-2024 22:00:00,0.045,0.48,33.8,95.156
01-05-2024 22:15:00,0.043,0.634,33.746,94.808
01-05-2024 22:30:00,0.042,0.44,33.56,94.478
01-05-2024 22:45:00,0.044,0.358,33.62,94.46
